fold,sample_id,label,target,baseline_mode,map_spearman,top20_iou,mean_abs_diff,max_abs_diff,pixel_identical_atol_1e_6,ig_insertion_auc,gradient_shap_insertion_auc,insertion_auc_delta_gs_minus_ig,input_grad_l1,input_grad_l2,input_grad_max_abs,ig_mean,ig_std,ig_max,ig_nonzero_fraction,gradient_shap_mean,gradient_shap_std,gradient_shap_max,gradient_shap_nonzero_fraction
0,4003253_702807833_8_spinal_canal_stenosis_l1_l2,0,0,mean,0.5642016120841592,0.3133097762073027,0.025304540991783142,0.8085266351699829,False,0.8150823220610618,0.8347900554537773,0.019707733392715476,0.402026891708374,0.6306721568107605,10.358929634094238,0.028238452970981598,0.04045410454273224,1.0,0.9999800701530612,0.03684048727154732,0.04845530539751053,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l1_l2,0,0,black,0.5950767410164616,0.2900115696104898,0.024941256269812584,0.8517055511474609,False,0.7591962710022925,0.7396001204848289,-0.01959615051746355,0.402026891708374,0.6306721568107605,10.358929634094238,0.03618096187710762,0.045526158064603806,1.0,0.9818837691326531,0.02767813764512539,0.0407973937690258,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l1_l2,0,0,gray,0.5172215869686623,0.27793696275071633,0.04381108656525612,0.9407646656036377,False,0.7848924055695534,0.8060265377163887,0.02113413214683524,0.402026891708374,0.6306721568107605,10.358929634094238,0.062193844467401505,0.07780788838863373,1.0,0.9999800701530612,0.028417600318789482,0.03524024039506912,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l2_l3,0,0,mean,0.5888648531912247,0.30324675324675326,0.015279877930879593,0.9617746472358704,False,0.5791170317679644,0.6460531052201987,0.06693607345223429,0.6346921324729919,1.0506187677383423,32.840023040771484,0.014242144301533699,0.023877613246440887,1.0,0.9999800701530612,0.020656632259488106,0.03197441250085831,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l2_l3,0,0,black,0.6084044590085764,0.3189196293618979,0.033846985548734665,0.9795340895652771,False,0.47401020042598246,0.5774088289588689,0.10339862853288645,0.6346921324729919,1.0506187677383423,32.840023040771484,0.04942784830927849,0.0583670400083065,1.0,0.9792530293367347,0.034199561923742294,0.05176035687327385,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l2_l3,0,0,gray,0.5541189944155995,0.2830019817170619,0.03413102775812149,0.8221092820167542,False,0.5152066152542829,0.6265173066407442,0.11131069138646132,0.6346921324729919,1.0506187677383423,32.840023040771484,0.04386993870139122,0.05476805940270424,1.0,0.9999800701530612,0.04666514694690704,0.055759984999895096,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l3_l4,0,0,mean,0.6387628469044456,0.3272931684412407,0.03142170235514641,0.8782052397727966,False,0.4766416609287262,0.6616950891911982,0.18505342826247206,0.2892652153968811,0.43859854340553284,5.619437217712402,0.04071660339832306,0.054435115307569504,1.0,0.9999800701530612,0.04441814497113228,0.05722055584192276,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l3_l4,0,0,black,0.6379263727124288,0.33488526770867977,0.03575662896037102,0.9856867790222168,False,0.26466237492859357,0.33988046757876866,0.0752180926501751,0.2892652153968811,0.43859854340553284,5.619437217712402,0.045559972524642944,0.057486068457365036,1.0,0.9767817283163265,0.045035168528556824,0.07005789875984192,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l3_l4,0,0,gray,0.5809900368365629,0.26345609065155806,0.03759089857339859,0.8741430640220642,False,0.3503049340099096,0.5265218403190375,0.1762169063091279,0.2892652153968811,0.43859854340553284,5.619437217712402,0.05237027630209923,0.06024347245693207,1.0,0.9999800701530612,0.04541146382689476,0.05511562153697014,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l4_l5,0,0,mean,0.6255429219903321,0.3453546051749564,0.02093121036887169,0.9499083757400513,False,0.4635120605118572,0.4998552737757562,0.036343213263899,0.32814332842826843,0.5592557191848755,9.76121997833252,0.029909633100032806,0.04235042631626129,1.0,0.9999800701530612,0.02632920816540718,0.03728441148996353,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l4_l5,0,0,black,0.6537390005798487,0.33072536798833047,0.020824704319238663,0.9136937856674194,False,0.24941608849912877,0.37545490693300965,0.12603881843388087,0.32814332842826843,0.5592557191848755,9.76121997833252,0.02502397634088993,0.038584399968385696,1.0,0.9733737244897959,0.027368620038032532,0.04785426706075668,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l4_l5,0,0,gray,0.5539204961296291,0.26186733731530965,0.025837477296590805,0.9317516088485718,False,0.4183408559300005,0.46672204136848444,0.048381185438483965,0.32814332842826843,0.5592557191848755,9.76121997833252,0.030307848006486893,0.0404895655810833,1.0,0.9999800701530612,0.033318519592285156,0.04447022080421448,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l5_s1,0,0,mean,0.5741174892828429,0.30240103828682674,0.02338973805308342,0.9498468041419983,False,0.6528396051377058,0.7551422614604235,0.10230265632271773,0.34701868891716003,0.540315568447113,8.861396789550781,0.03209152817726135,0.046390581876039505,1.0,0.9999800701530612,0.027364984154701233,0.039058372378349304,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l5_s1,0,0,black,0.7025127448511237,0.28251006454086525,0.04895104840397835,0.7979056239128113,False,0.49711738713085646,0.6461705166846513,0.14905312955379485,0.34701868891716003,0.540315568447113,8.861396789550781,0.07032066583633423,0.08315520733594894,1.0,0.9719387755102041,0.03482578322291374,0.05405807122588158,1.0,0.9999800701530612
0,4003253_702807833_8_spinal_canal_stenosis_l5_s1,0,0,gray,0.5428424167626629,0.26552746074784034,0.04632914438843727,0.9276938438415527,False,0.5036215301603079,0.6739106904715298,0.170289160311222,0.34701868891716003,0.540315568447113,8.861396789550781,0.06487426161766052,0.0732339471578598,1.0,0.9999800701530612,0.05213261768221855,0.06487025320529938,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l4_l5,1,0,mean,0.4306720283532118,0.24883330222139258,0.04113491624593735,0.9334822297096252,False,0.2044402493163943,0.25832077674567694,0.05388052742928265,0.3045591413974762,0.5056372880935669,14.415905952453613,0.05389980226755142,0.06431803852319717,1.0,0.9999800701530612,0.0515340156853199,0.06086168438196182,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l4_l5,1,0,black,0.746340228478534,0.30783265997654113,0.019679205492138863,0.7461799383163452,False,0.3277433795854449,0.38053449448198085,0.05279111489653593,0.3045591413974762,0.5056372880935669,14.415905952453613,0.027746794745326042,0.03996111825108528,1.0,0.9355668048469388,0.020125286653637886,0.03416530787944794,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l4_l5,1,0,gray,0.4014391531652451,0.24712607966196484,0.04008284956216812,0.9801294207572937,False,0.1813191013410687,0.22051569987088437,0.03919659852981566,0.3045591413974762,0.5056372880935669,14.415905952453613,0.056173186749219894,0.06502123922109604,1.0,0.9999800701530612,0.04789678379893303,0.05238892883062363,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l5_s1,0,1,mean,0.4174133545853664,0.24860022396416573,0.036388933658599854,0.8731001615524292,False,0.2917827039957046,0.3439864441752433,0.052203740179538716,0.11366484314203262,0.1830948144197464,4.078431606292725,0.05078979581594467,0.06020565703511238,1.0,0.9999800701530612,0.022451991215348244,0.026832452043890953,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l5_s1,0,1,black,0.7666132478823615,0.31245095474758044,0.03301543369889259,0.9762370586395264,False,0.3143850393593311,0.3626723892986774,0.0482873499393463,0.11366484314203262,0.1830948144197464,4.078431606292725,0.046843595802783966,0.06326311826705933,1.0,0.8427335778061225,0.029087204486131668,0.04558902606368065,1.0,0.9999800701530612
0,4003253_1054713880_4_right_neural_foraminal_narrowing_l5_s1,0,1,gray,0.359084750282809,0.20765389012575966,0.036779437214136124,0.9785687923431396,False,0.3113323964178562,0.27961348444223405,-0.031718911975622155,0.11366484314203262,0.1830948144197464,4.078431606292725,0.048977162688970566,0.05913088098168373,1.0,0.9999800701530612,0.039083853363990784,0.04427742213010788,1.0,0.9999800701530612
0,4003253_1054713880_5_right_neural_foraminal_narrowing_l3_l4,1,0,mean,0.38968414779976507,0.24434248868497738,0.02477467991411686,0.8625013828277588,False,0.33730796463787555,0.4077809926122427,0.07047302797436716,0.26467955112457275,0.42923566699028015,6.43126106262207,0.034528378397226334,0.04017762094736099,1.0,0.9999800701530612,0.025890162214636803,0.0338967964053154,1.0,0.9999800701530612
0,4003253_1054713880_5_right_neural_foraminal_narrowing_l3_l4,1,0,black,0.7721459999544857,0.3253648550485373,0.023685272783041,0.7676146626472473,False,0.4842947002500296,0.5296915788203478,0.04539687857031821,0.26467955112457275,0.42923566699028015,6.43126106262207,0.03397001698613167,0.05118286609649658,1.0,0.9414461096938775,0.020290862768888474,0.03524807095527649,1.0,0.9999800701530612
0,4003253_1054713880_5_right_neural_foraminal_narrowing_l3_l4,1,0,gray,0.3132808141465595,0.21813546977421705,0.04257504269480705,0.9080216288566589,False,0.36950019188225264,0.3494272317737341,-0.020072960108518556,0.26467955112457275,0.42923566699028015,6.43126106262207,0.0486711822450161,0.0581868514418602,1.0,0.9999800701530612,0.05747626721858978,0.0591503344476223,1.0,0.9999800701530612
0,4003253_1054713880_6_right_neural_foraminal_narrowing_l1_l2,0,0,mean,0.2727284676313446,0.18989743285705815,0.03260304033756256,0.9283113479614258,False,0.834819906949997,0.8624551236629486,0.02763521671295166,0.4356795847415924,0.7065232992172241,11.782842636108398,0.043370019644498825,0.04777343198657036,1.0,0.9999800701530612,0.030142735689878464,0.03773120790719986,1.0,0.9999800701530612
0,4003253_1054713880_6_right_neural_foraminal_narrowing_l1_l2,0,0,black,0.7244554713344452,0.28439779854089337,0.024353522807359695,0.9831011891365051,False,0.892414927482605,0.8910550743341445,-0.0013598531484604326,0.4356795847415924,0.7065232992172241,11.782842636108398,0.03179314732551575,0.04487040638923645,1.0,0.9155572385204082,0.012457363307476044,0.025102658197283745,1.0,0.9999800701530612
0,4003253_1054713880_6_right_neural_foraminal_narrowing_l1_l2,0,0,gray,0.25427927841025527,0.17245005257623555,0.027747560292482376,0.9609870314598083,False,0.8363785326480866,0.8521859139204025,0.015807381272315957,0.4356795847415924,0.7065232992172241,11.782842636108398,0.03590812906622887,0.041396621614694595,1.0,0.9999800701530612,0.025024769827723503,0.030511867254972458,1.0,0.9999800701530612
0,4003253_1054713880_6_right_neural_foraminal_narrowing_l2_l3,0,0,mean,0.35261855496514233,0.2281990086286029,0.02780311368405819,0.928997278213501,False,0.692073266208172,0.6310217127203941,-0.06105155348777791,0.39859309792518616,0.6682591438293457,14.016145706176758,0.03719855472445488,0.042004674673080444,1.0,0.9999800701530612,0.030968600884079933,0.03924053907394409,1.0,0.9999800701530612
0,4003253_1054713880_6_right_neural_foraminal_narrowing_l2_l3,0,0,black,0.7586275325473745,0.3510602490743857,0.02491794340312481,0.9909070134162903,False,0.7678932473063469,0.786061991751194,0.018168744444847063,0.39859309792518616,0.6682591438293457,14.016145706176758,0.03421616926789284,0.04958900436758995,1.0,0.9232501594387755,0.018737930804491043,0.04004010930657387,1.0,0.9999800701530612
