fold,sample_id,label,target,baseline_mode,map_spearman,top20_iou,mean_abs_diff,max_abs_diff,pixel_identical_atol_1e_6,ig_insertion_auc,gradient_shap_insertion_auc,insertion_auc_delta_gs_minus_ig,input_grad_l1,input_grad_l2,input_grad_max_abs,ig_mean,ig_std,ig_max,ig_nonzero_fraction,gradient_shap_mean,gradient_shap_std,gradient_shap_max,gradient_shap_nonzero_fraction
3,8785691_481125819_8_spinal_canal_stenosis_l1_l2,0,0,mean,0.24369722245994224,0.21349537456920006,0.03145080804824829,0.9544476270675659,False,0.7113537013530731,0.7862837091088294,0.07493000775575631,0.4417920708656311,0.7778576612472534,15.591512680053711,0.03328154236078262,0.04019928351044655,1.0,0.9999800701530612,0.03771299123764038,0.050516948103904724,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l1_l2,0,0,black,0.8084281884517691,0.5040467625899281,0.01665828563272953,0.9344183802604675,False,0.8120266616344453,0.8548040181398392,0.04277735650539394,0.4417920708656311,0.7778576612472534,15.591512680053711,0.02129022777080536,0.04845951870083809,1.0,0.8945113201530612,0.020344486460089684,0.05515468120574951,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l1_l2,0,0,gray,0.14596304930417286,0.13865879950073753,0.050708137452602386,0.969612717628479,False,0.6477273643016815,0.663533854484558,0.015806490182876498,0.4417920708656311,0.7778576612472534,15.591512680053711,0.061996497213840485,0.0640125498175621,1.0,0.9999800701530612,0.05285385623574257,0.054281312972307205,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l2_l3,0,0,mean,0.26005606337919995,0.20721804511278197,0.037755705416202545,0.9013897180557251,False,0.4337469149380922,0.5182698678225278,0.08452295288443562,0.28525710105895996,0.490937203168869,9.997068405151367,0.045136526226997375,0.050957437604665756,1.0,0.9999800701530612,0.041085097938776016,0.05256696417927742,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l2_l3,0,0,black,0.8073745091278187,0.4976494291470786,0.01879933476448059,0.8301154971122742,False,0.4914336901158094,0.5439297433942556,0.0524960532784462,0.28525710105895996,0.490937203168869,9.997068405151367,0.027507295832037926,0.059364888817071915,1.0,0.9834382971938775,0.016673842445015907,0.04506390169262886,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l2_l3,0,0,gray,0.1990936090915011,0.15784008307372793,0.05575653538107872,0.9640833139419556,False,0.3333709720522165,0.3412882167845964,0.007917244732379924,0.28525710105895996,0.490937203168869,9.997068405151367,0.048400815576314926,0.052401892840862274,1.0,0.9999800701530612,0.07550085335969925,0.07156660407781601,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l3_l4,0,0,mean,0.20430477552747908,0.17135520018676317,0.04580482095479965,0.9864593148231506,False,0.22821386158466334,0.2681208550930023,0.039906993508338984,0.45543307065963745,0.8211299777030945,18.880887985229492,0.0580005943775177,0.06287360191345215,1.0,0.9999800701530612,0.02003309689462185,0.0282297246158123,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l3_l4,0,0,black,0.8018942455008424,0.47573529411764703,0.0178082138299942,0.853138267993927,False,0.3199863068759441,0.35813813768327235,0.03815183080732826,0.45543307065963745,0.8211299777030945,18.880887985229492,0.023539232090115547,0.04917525872588158,1.0,0.9871253188775511,0.02272120490670204,0.05629809945821762,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l3_l4,0,0,gray,0.15364487414888628,0.1434594348222425,0.07056956738233566,0.9609451293945312,False,0.2014466024935245,0.21206511221826072,0.010618509724736214,0.45543307065963745,0.8211299777030945,18.880887985229492,0.09487608820199966,0.09048806130886078,1.0,0.9999800701530612,0.05279037728905678,0.053273092955350876,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l4_l5,0,0,mean,0.26909143644622996,0.1935771632471008,0.030823487788438797,0.9248071312904358,False,0.08958874605596062,0.12243154551833865,0.03284279946237803,0.33432358503341675,0.5490449070930481,8.623061180114746,0.03649892285466194,0.04103006049990654,1.0,0.9999800701530612,0.03348832577466965,0.04436766356229782,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l4_l5,0,0,black,0.7955004107865795,0.47921580188679247,0.01620287075638771,0.8558520674705505,False,0.11536836037412283,0.12365895472466942,0.00829059435054659,0.33432358503341675,0.5490449070930481,8.623061180114746,0.022669807076454163,0.047040920704603195,1.0,0.9892578125,0.017692694440484047,0.045752573758363724,1.0,0.9999800701530612
3,8785691_481125819_8_spinal_canal_stenosis_l4_l5,0,0,gray,0.22929353949823067,0.16266944734098018,0.045383602380752563,0.9528581500053406,False,0.07828057445585723,0.07709426777437325,-0.0011863066814839784,0.33432358503341675,0.5490449070930481,8.623061180114746,0.060363393276929855,0.06414681673049927,1.0,0.9999800701530612,0.04290081560611725,0.043888770043849945,1.0,0.9999800701530612
