sample_id,consensus_insertion_auc,consensus_expert_roi,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
4003253_702807833_8_spinal_canal_stenosis_l1_l2,0.9885780707001687,0.17463678121566772,0.17118601010972317,0.13549567242774058,0.17334637400050493,0.17334729512295463,0.17334286933705734,0.17328177900201927
4003253_1054713880_11_left_neural_foraminal_narrowing_l1_l2,0.9919792488217352,0.15648360550403595,0.1537761386189823,0.16071238944235736,0.17098490818582776,0.17110387410483444,0.17177066952404185,0.1716520201239563
4003253_2448190387_19_right_subarticular_stenosis_l3_l4,0.5654608439654111,0.22071319818496704,0.15012163822202065,0.15159757857783782,0.17256122146449837,0.1722369383081682,0.17606918067614075,0.17741344275133414
4646740_3201256954_29_left_subarticular_stenosis_l3_l4,0.581648138165474,0.21903175115585327,0.1679735985600559,0.1880077870525927,0.15565880005410368,0.15718072940710065,0.1745434605391817,0.15663562438696524
4646740_3486248476_15_right_neural_foraminal_narrowing_l2_l3,0.5985632490366697,0.12731221318244934,0.1287446302371233,0.13224277899040907,0.18308323504557736,0.18604096213461657,0.19779722464584412,0.1720911689464295
7143189_132939515_9_spinal_canal_stenosis_l1_l2,0.9936113029718401,0.2416267991065979,0.16675325927674534,0.16448209489655002,0.1671813115925057,0.1671448036190172,0.1672162363226436,0.16722229429253815
7143189_1951927562_11_right_subarticular_stenosis_l3_l4,0.805676976311952,0.2307986468076706,0.12074897891227619,0.18247781108568342,0.16628803652351942,0.16676264259763404,0.1941172293929219,0.169605301487965
7143189_3219733239_12_left_neural_foraminal_narrowing_l1_l2,0.829400922358036,0.17954544723033905,0.16413381016570855,0.15647015799614267,0.16895687206508347,0.1657792051958305,0.17417177730246292,0.1704881772747719
10728036_2073726394_11_right_subarticular_stenosis_l1_l2,0.9093552663922311,0.1679854840040207,0.13124640123455045,0.18245213287126635,0.16828598417893392,0.16786205002721533,0.1789439795226901,0.17120945216534386
10728036_2399638375_14_left_neural_foraminal_narrowing_l1_l2,0.9953539177775385,0.13566739857196808,0.16489691577091062,0.16527156059452316,0.16745160906303086,0.16745572573322898,0.16745633458381776,0.1674678542544886
13317052_1539051863_4_right_neural_foraminal_narrowing_l5_s1,0.5655860900878907,0.15449196100234985,0.17004997348123133,0.1711647376344883,0.1626500205237577,0.16211994929672494,0.16710496857534324,0.1669103504884544
