sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
4003253_702807833_8_spinal_canal_stenosis_l1_l2,0.9796198442578316,0.2663518190383911,0.9796198442578316,0.2663518190383911,0.9796991840004922,0.26645150780677795,0.9786330088973045,0.25754261016845703,gradcam++ gradcam occlusion,0.18241612126563725,0.1830547087879016,0.15558867086006217,0.1586853777204303,0.18193089388924255,0.13832422747672612
4003253_1054713880_11_left_neural_foraminal_narrowing_l1_l2,0.9686935916543007,0.28260523080825806,0.9686935916543007,0.28260523080825806,0.9675020083785056,0.28258270025253296,0.9761735811829565,0.28260523080825806,gradcam gradcam++ occlusion,0.181222952106405,0.18115732566126583,0.15216696311801572,0.15755699839059017,0.1778261098745034,0.15006965084921972
4003253_2448190387_19_right_subarticular_stenosis_l3_l4,0.7311966208741068,0.23542962968349457,0.7311966208741068,0.23542962968349457,0.7325596211478115,0.23362980782985687,0.7545600472018122,0.23704443871974945,gradcam occlusion gradcam++,0.212894867436308,0.204154077518773,0.12814480718071958,0.12356141371214809,0.20573449831210944,0.12551033583994195
4646740_3201256954_29_left_subarticular_stenosis_l3_l4,0.7453974187374115,0.2825029790401459,0.7453974187374115,0.2825029790401459,0.743613350391388,0.28219637274742126,0.7530511036515236,0.28260523080825806,gradcam gradcam++ guided_backprop,0.1835267724295092,0.17377094746448588,0.16438979307450083,0.15579163234454196,0.15769707980603662,0.16482377488092567
4646740_3486248476_15_right_neural_foraminal_narrowing_l2_l3,0.8190303221344947,0.28260523080825806,0.8190303221344947,0.28260523080825806,0.8234237924218178,0.28260523080825806,0.882136707007885,0.28260523080825806,gradcam gradcam++ occlusion,0.1824446231368798,0.18091413820325022,0.1569976827187026,0.15909889731520419,0.16742404147075926,0.15312061715520411
7143189_132939515_9_spinal_canal_stenosis_l1_l2,0.8755739942193033,0.2615855038166046,0.8755739942193033,0.2615855038166046,0.8796151712536813,0.2602020800113678,0.8763339355587959,0.2665511965751648,gradcam++ gradcam occlusion,0.18694456854326602,0.1871008810447691,0.1494106865435627,0.15760753244568013,0.16756357274547506,0.15137275867724687
7143189_1951927562_11_right_subarticular_stenosis_l3_l4,0.5726773476228119,0.27660080790519714,0.5726773476228119,0.27660080790519714,0.5713607957586647,0.276398241519928,0.5914068562909961,0.2750832140445709,gradcam++ gradcam occlusion,0.20446974165775197,0.20745980751532697,0.13288317398106675,0.13604298690418698,0.1816565274922724,0.1374877624493951
7143189_3219733239_12_left_neural_foraminal_narrowing_l1_l2,0.9325855806469917,0.28260523080825806,0.9325855806469917,0.28260523080825806,0.9289091691374778,0.28260523080825806,0.9625340744853018,0.28260523080825806,gradcam gradcam++ occlusion,0.18477131781804182,0.18328969256037264,0.1503807666723911,0.1629027066254326,0.1688216124555383,0.14983390386822365
10728036_2073726394_11_right_subarticular_stenosis_l1_l2,0.639355830848217,0.2187713086605072,0.639355830848217,0.2187713086605072,0.6516945987939835,0.21969524025917053,0.6679416343569755,0.20580080151557922,gradcam gradcam++ integrated_gradients,0.18652937470279696,0.17511664830737025,0.17104423731434415,0.16193905094345915,0.1491459724897269,0.15622471624230258
10728036_2399638375_14_left_neural_foraminal_narrowing_l1_l2,0.9303385466337205,0.2791381776332855,0.9303385466337205,0.2791381776332855,0.9337517559528351,0.2792398929595947,0.9488337635993958,0.2638648748397827,gradcam++ gradcam gradient_shap,0.17928633954222975,0.1826863985564705,0.1555635219161459,0.16482820754002342,0.1597115010882337,0.15792403135689667
13317052_1539051863_4_right_neural_foraminal_narrowing_l5_s1,0.47159852087497717,0.26794862747192383,0.47159852087497717,0.26794862747192383,0.47222470454871657,0.26734936237335205,0.47718274611979716,0.2617833912372589,gradcam++ gradcam occlusion,0.19700522297067524,0.21869456515537056,0.1323124010931962,0.13606545935969588,0.1807899880709152,0.1351323633501469
13317052_2500166693_3_left_subarticular_stenosis_l1_l2,0.9838335067033768,0.25089409947395325,0.9838335067033768,0.25089409947395325,0.9834833145141602,0.2505052089691162,0.9855924814939498,0.25323259830474854,gradcam++ gradcam occlusion,0.18411299296792144,0.1841758654562048,0.14774853716262426,0.17244402061704175,0.18212545391933788,0.1293931298768698
13317052_2677627096_8_spinal_canal_stenosis_l5_s1,0.8386079650372267,0.2604982852935791,0.8386079650372267,0.2604982852935791,0.8237067084759473,0.26030078530311584,0.8842316936701538,0.2534278631210327,gradcam gradcam++ occlusion,0.20102997788535895,0.20030216239749543,0.13589486319160665,0.15627901213501824,0.1899407746629436,0.11655320972757702
29931867_1152175603_8_right_neural_foraminal_narrowing_l1_l2,0.9854046449065209,0.2804616093635559,0.9854046449065209,0.2804616093635559,0.9839099034667015,0.28025782108306885,0.9869100764393806,0.2815835475921631,gradcam++ gradcam occlusion,0.17830909771745906,0.1786158375606045,0.15241616440399755,0.15800280537577108,0.17793214513881656,0.1547239498033514
29931867_1676821058_11_spinal_canal_stenosis_l5_s1,0.8045027758926154,0.28260523080825806,0.8045027758926154,0.28260523080825806,0.7974926110357047,0.28260523080825806,0.7930067028850316,0.28260523080825806,gradcam++ gradcam occlusion,0.1969735833628798,0.19772489116274256,0.14885314477928988,0.16007894158055824,0.17342526376352888,0.12294417535100083
58813022_302608236_15_left_subarticular_stenosis_l5_s1,0.451238302141428,0.2465328872203827,0.451238302141428,0.2465328872203827,0.4371175222098827,0.2514778971672058,0.4945125069469214,0.24316179752349854,occlusion gradcam gradcam++,0.16884062882253212,0.16535408705272717,0.15597631549543592,0.14750933504197145,0.2172626872664052,0.14505694632092808
58813022_692718517_6_left_neural_foraminal_narrowing_l2_l3,0.7633244499564171,0.2636663615703583,0.7633244499564171,0.2636663615703583,0.7576351925730705,0.27055200934410095,0.7321077540516854,0.24827371537685394,gradcam occlusion gradcam++,0.19287566715730559,0.1702658406871091,0.15453418100967678,0.15577837442832237,0.17599845655896815,0.15054748015861807
58813022_3875372861_9_spinal_canal_stenosis_l1_l2,0.8520000264048576,0.27822357416152954,0.8520000264048576,0.27822357416152954,0.8593675091862679,0.2778174877166748,0.8616461411118508,0.28005409240722656,gradcam gradcam++ occlusion,0.17704464914108756,0.17637512799806424,0.16376199698909458,0.14856533086111243,0.17506103806274156,0.1591918569478996
