sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
60612428_661972121_10_left_neural_foraminal_narrowing_l1_l2,0.9620161637663843,0.2465328872203827,0.9620161637663843,0.2465328872203827,0.9581623926758766,0.24798324704170227,0.9706222191452981,0.2330625355243683,gradcam gradcam++ occlusion,0.18378861628111615,0.18191155752475943,0.1476477082993001,0.15991070367924856,0.17833622945787778,0.14840518475769796
60612428_3446457669_3_left_subarticular_stenosis_l1_l2,0.9814313068985938,0.27346840500831604,0.9814313068985938,0.27346840500831604,0.9825384840369225,0.2704516649246216,0.9831390514969826,0.27822357416152954,gradcam gradcam++ occlusion,0.18286375924682083,0.18245984489650907,0.15136520959167646,0.17134305589193888,0.1746472637754902,0.13732086659756443
63725508_1069611138_5_right_subarticular_stenosis_l3_l4,0.6801522180438043,0.2812773883342743,0.6801522180438043,0.2812773883342743,0.6783127918839454,0.28148147463798523,0.706424506008625,0.2707526981830597,gradcam occlusion integrated_gradients,0.16983849514316962,0.1577441712984518,0.16915332296405797,0.16551481652665073,0.16929074386179377,0.1684584502058763
63725508_1547488253_6_right_neural_foraminal_narrowing_l4_l5,0.7537822529673576,0.2781220078468323,0.7537822529673576,0.2781220078468323,0.7459530711174012,0.2776145339012146,0.7128313794732093,0.28107333183288574,gradcam gradcam++ guided_backprop,0.18448778008130437,0.17713002283044094,0.1596629618610836,0.15550998192049484,0.1607001886096695,0.16250906469700668
63725508_2144061947_11_spinal_canal_stenosis_l1_l2,0.9504001125693322,0.2824007570743561,0.9504001125693322,0.2824007570743561,0.9462169185280802,0.28229856491088867,0.9651046916842461,0.2824007570743561,gradcam gradcam++ occlusion,0.19509100166790858,0.19380629993859413,0.13577669265845127,0.14900231615616438,0.1841429447314485,0.1421807448474332
69086098_475539618_21_right_subarticular_stenosis_l3_l4,0.6593152433633803,0.28260523080825806,0.6593152433633803,0.28260523080825806,0.654194590449333,0.28260523080825806,0.7077371537685394,0.12913186848163605,integrated_gradients gradient_shap guided_backprop,0.16358557266269802,0.16198019471921132,0.1752566124153021,0.17416010997209377,0.15173842403257276,0.17327908619812196
69086098_2449982462_4_right_neural_foraminal_narrowing_l4_l5,0.45257586352527135,0.28229856491088867,0.45257586352527135,0.28229856491088867,0.4611509250476956,0.28168565034866333,0.4175801616162062,0.28260523080825806,gradcam gradcam++ occlusion,0.20193444017636264,0.18085003452338103,0.14610684475690777,0.1489564784633598,0.17955088535082736,0.14260131672916143
82066307_716781115_2_right_subarticular_stenosis_l1_l2,0.9766654983162879,0.2825029790401459,0.9766654983162879,0.2825029790401459,0.9755343988537789,0.2825029790401459,0.9795898362994194,0.28260523080825806,gradcam gradcam++ occlusion,0.19089565934435274,0.19088685675030126,0.1423171849664674,0.15629778771540678,0.19066127676661973,0.12894123445685218
82066307_2003554076_4_spinal_canal_stenosis_l1_l2,0.9738480284810066,0.2768034338951111,0.9738480284810066,0.2768034338951111,0.9752504035830497,0.2755886912345886,0.9755837783217431,0.27296462655067444,gradcam gradcam++ occlusion,0.18673100875881618,0.18672329413411284,0.15230140186857882,0.16491939453911839,0.17289627662095117,0.13642862407842263
82066307_3966938697_12_right_neural_foraminal_narrowing_l1_l2,0.9776732206344604,0.2783251106739044,0.9776732206344604,0.2783251106739044,0.9784377634525299,0.2779189944267273,0.9823218882083893,0.2790364921092987,gradcam gradcam++ occlusion,0.17991455239263007,0.17987565193151717,0.15352282684056098,0.15804459399436466,0.17680197478534415,0.15184040005558305
107935613_729255173_13_right_subarticular_stenosis_l3_l4,0.608429066836834,0.25479644536972046,0.608429066836834,0.25479644536972046,0.6171322822570802,0.25469857454299927,0.6609086200594902,0.17437955737113953,guided_backprop gradient_shap integrated_gradients,0.15899444756511927,0.1647526034972135,0.17006550018746286,0.17200751950008336,0.15711388397065162,0.17706604527946931
107935613_2724788286_3_right_neural_foraminal_narrowing_l4_l5,0.7673273168504239,0.2720588147640228,0.7673273168504239,0.2720588147640228,0.7548707023262977,0.27266255021095276,0.778024684637785,0.2675490379333496,gradcam gradcam++ occlusion,0.22068644864666093,0.21706748897926242,0.12089819726768147,0.12905414327676956,0.1924734704894049,0.11982025134022074
