sample_id,consensus_insertion_auc,consensus_expert_roi,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
8785691_481125819_8_spinal_canal_stenosis_l1_l2,0.9920158624649046,0.17079028487205505,0.1442576891981407,0.14052849687352975,0.1387311225108667,0.1404897271342661,0.14538819336543243,0.14525579112675854,0.14534897979100583
8785691_1570286759_10_left_neural_foraminal_narrowing_l1_l2,0.8764982953667642,0.13558724522590637,0.15566044318718295,0.1491476800850099,0.11631593925689838,0.1228594642812015,0.15437950965331612,0.14647515607670666,0.15516180745968453
8785691_2406919186_12_left_subarticular_stenosis_l3_l4,0.8777924582362175,0.2405736744403839,0.1408800990683983,0.14316217249412833,0.13762229067965737,0.1378535241810242,0.1497615948594414,0.14210614340509758,0.1486141753122527
22191399_434280813_12_left_neural_foraminal_narrowing_l1_l2,0.9798716619610788,0.26030078530311584,0.14598054510229916,0.12868553565828997,0.14402798082814897,0.1439198378845093,0.14643076295219473,0.144503023719182,0.14645231385537597
22191399_3687121182_29_left_subarticular_stenosis_l3_l4,0.5965578407049178,0.2156403511762619,0.1260841667592354,0.1467655216132053,0.14979017072143885,0.14886409570594342,0.14236013574413364,0.13731638409874095,0.14881952535730258
33736057_758801267_3_right_neural_foraminal_narrowing_l4_l5,0.9090278193354606,0.20670516788959503,0.1247137228581169,0.12873900219185877,0.14534460964918272,0.1459935252236157,0.1522895995178177,0.15043464547809862,0.1524848950813096
33736057_1379151387_7_spinal_canal_stenosis_l1_l2,0.990749678015709,0.17626845836639404,0.14355370120124417,0.14159376153526212,0.14162559270511219,0.14309001561711948,0.14352082032428498,0.1432568962489928,0.14335921236798438
33736057_1847558962_11_right_subarticular_stenosis_l3_l4,0.9429011903703213,0.22779303789138794,0.14771752076363365,0.12106632096990591,0.14688565593223457,0.14677559871032322,0.14840138090547172,0.14466837298986157,0.14448514972856927
40745534_1395478236_34_right_subarticular_stenosis_l3_l4,0.5514374062418937,0.2615855038166046,0.13986165935454442,0.13810298882288852,0.14715431695397457,0.14732804603894287,0.14311406148277311,0.14334265635601556,0.14109627099086092
40745534_2948359731_13_left_neural_foraminal_narrowing_l1_l2,0.5238598108291626,0.21097396314144135,0.12719008016958475,0.11673927818391185,0.15313371493426345,0.1523766563890138,0.14664629630980572,0.15285551065184436,0.15105846336157608
53418228_345993377_4_left_neural_foraminal_narrowing_l3_l4,0.5053483828902244,0.18913525342941284,0.14078920292199457,0.13641574503560197,0.1316241301059144,0.13612711174767914,0.14999795624872456,0.1408890692304581,0.16415678470962736
53418228_1921001089_7_left_subarticular_stenosis_l5_s1,0.5155507788062096,0.15581896901130676,0.1412375170116204,0.16554525552701135,0.13804689230194853,0.13588233328047028,0.13251450584059207,0.143164139655011,0.14360935638334635
53418228_2698575616_7_spinal_canal_stenosis_l1_l2,0.9092672511935234,0.13318777084350586,0.13935753257618594,0.14147942436422206,0.14471680898740272,0.1460293851731205,0.13989054318083374,0.14453459306016012,0.14399171265807484
