sample_id,consensus_insertion_auc,consensus_expert_roi,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop
11340341_1224932122_5_left_subarticular_stenosis_l1_l2,0.9921505108475684,0.28260523080825806,0.16678237515744243,0.16606690880346167,0.1667389609876624,0.16682143992552528,0.1667136716232696,0.16687664350263856
11340341_2231042680_5_right_neural_foraminal_narrowing_l4_l5,0.6261263739317655,0.28260523080825806,0.16063257578769746,0.16061807881332263,0.1731347577860208,0.17246814082576273,0.15422066686825245,0.17892577991894382
11340341_3543553307_10_spinal_canal_stenosis_l1_l2,0.9902925789356233,0.28260523080825806,0.16786065591632174,0.16791534965453844,0.16422768205345495,0.1659075846959009,0.1670277086549795,0.16706101902480444
59576878_1786504756_4_right_neural_foraminal_narrowing_l3_l4,0.8857739269733429,0.28260523080825806,0.1673587118272512,0.16700114314600797,0.16573236601215166,0.16305231016373073,0.16623752391510868,0.17061794493574983
59576878_2414228193_3_left_subarticular_stenosis_l1_l2,0.9559395357966424,0.2825029790401459,0.16705731376754654,0.1601318919950708,0.1672986499767844,0.16926972527653142,0.16667826078346917,0.16956415820059764
73783367_1885677897_11_left_subarticular_stenosis_l1_l2,0.971005031466484,0.2815835475921631,0.16599034166296298,0.16480716391734454,0.16639804641744846,0.1681475295585348,0.16628852272117797,0.1683683957225313
73783367_2087785373_5_left_neural_foraminal_narrowing_l1_l2,0.9473324626684189,0.28260523080825806,0.1666892008912623,0.1667032487200142,0.1647196866339292,0.16529156624767022,0.166578567134497,0.17001773037262705
73783367_2639788488_7_spinal_canal_stenosis_l1_l2,0.960171800851822,0.28260523080825806,0.17030721595257922,0.170386767896127,0.16541560661854285,0.1655988381084083,0.15946604666793734,0.1688255247564053
88465004_2838498199_14_left_subarticular_stenosis_l3_l4,0.37087433002889153,0.2775130867958069,0.18793586814599086,0.1850840416664548,0.15245093138759222,0.14481861240137914,0.17174857171490054,0.15796197468368253
88465004_3579504941_13_left_neural_foraminal_narrowing_l1_l2,0.9809661179780961,0.28260523080825806,0.16612631557814977,0.16604188769460143,0.16696611951030013,0.167194627351109,0.16639377500924668,0.16727727485659316
96439573_296385739_10_spinal_canal_stenosis_l1_l2,0.9896181583404541,0.28260523080825806,0.16776096826733072,0.1674412421789143,0.16473826721310764,0.1661208660266579,0.16682264896650592,0.1671160073474835
96439573_557434766_13_right_neural_foraminal_narrowing_l1_l2,0.8666387557983399,0.28260523080825806,0.17264375033022614,0.171711653826149,0.1660326875974796,0.16350655383513163,0.16385629006534388,0.16224906434566977
96439573_1359869694_18_right_subarticular_stenosis_l3_l4,0.7035720031708478,0.28260523080825806,0.17528689062194605,0.1751492497531315,0.15075275472431976,0.17194230374635214,0.16854933336236738,0.1583194677918831
97086905_2413491771_14_right_subarticular_stenosis_l4_l5,0.4425011709332466,0.28260523080825806,0.16937421564655059,0.16782547907852835,0.1494569766422372,0.16283430742653646,0.18189871270306396,0.16861030850308348
97086905_2734164627_10_right_neural_foraminal_narrowing_l3_l4,0.6049283653497695,0.28260523080825806,0.1690290370731428,0.1703246206291904,0.16644728906812908,0.17894818354251824,0.14459797131929872,0.17065289836772068
